100
x	y	v_x	v_y	r	g	b
8.4615324	45.584588	-0.09012618923156467	-0.2861420451709189	0.5485635247965405	0	0.45143647520345953
3.8078434	30.965299	0.04763262914928204	-0.296194416963465	0.47462270838309517	0	0.5253772916169048
62.268716	21.816192	-0.22230141528444186	-0.20144994604748373	0.6328252015633573	0	0.3671747984366427
92.868183	11.373036	-0.2510287108164784	0.16426985829974067	0.842222787285048	0	0.15777721271495204
32.684529	12.884209	-0.15406883744606192	-0.2574156042822947	0.585837328523299	0	0.41416267147670105
74.301847	93.819547	-0.28238517389040996	0.10128481409808156	0.8048102698939174	0	0.19518973010608265
29.232575	48.452965	0.14302245980150197	0.2637130561658405	0.07909111593128693	0	0.9209088840687131
12.821888	74.052807	0.059688724187682	-0.29400213639503847	0.4681214155856662	0	0.5318785844143338
51.369479	30.23414	0.12965633998591997	0.270535087375844	0.07112912153435669	0	0.9288708784656433
39.609457	0.71203633	-0.13105417673292077	0.269860709924317	0.9280475111010251	0	0.07195248889897488
97.333044	60.882952	0.28939077069184665	-0.0790757980571743	0.2924526367308288	0	0.7075473632691712
29.615546	35.014446	0.2228667286618317	0.2008243542391547	0.13327252001803458	0	0.8667274799819654
59.113179	64.031213	-0.1947803053452695	-0.22816799216718275	0.612462253201392	0	0.387537746798608
57.063444	83.740499	0.1083766463532745	-0.279740062424418	0.4411741114923876	0	0.5588258885076124
60.938477	9.5685537	0.1387340751243427	-0.265994090910669	0.4234857898648534	0	0.5765142101351466
56.002977	57.974486	-0.0013838719467317412	-0.2999968081470785	0.5007341694734981	0	0.49926583052650186
28.290847	57.433808	0.2503452984504981	0.165309502279001	0.1571171695609631	0	0.8428828304390369
15.662992	51.46516	0.13206851934729377	0.26936574800336716	0.07255126311813298	0	0.927448736881867
72.909	44.694359	-0.2987095922533762	0.02779531427816072	0.7647670510816761	0	0.23523294891832391
4.3400845	95.893685	0.04749127196044223	-0.2962171147782979	0.4746986613101164	0	0.5253013386898836
79.426082	17.785581	-0.19856483658340948	0.22488220399267678	0.8848788235738251	0	0.11512117642617492
40.78453	55.090897	0.16522893963557025	-0.2503984774452614	0.4071683811523483	0	0.5928316188476517
82.600308	61.886282	0.24048233364015473	0.17935508692809718	0.14801085933835345	0	0.8519891406616465
96.245043	2.9580718	-0.23755500253352757	-0.18321468492262213	0.645440931403151	0	0.35455906859684905
42.352182	63.373342	0.1933199336949344	-0.22940663293851418	0.38855364481827204	0	0.611446355181728
5.7950909	83.056942	0.2571354611076054	0.15453593317082973	0.16387371833648212	0	0.8361262816635179
78.198211	38.817509	0.11711142448658213	0.2761972379563626	0.06382669970992194	0	0.9361733002900781
62.762644	42.90961	0.19255465899331922	0.2300493497055937	0.11091617538843357	0	0.8890838246115664
50.794349	7.6327458	-0.2693547707160724	-0.1320909061687899	0.6774355093430028	0	0.3225644906569972
56.669285	57.283245	-0.10967667193350022	0.279232927201631	0.9404338069409158	0	0.05956619305908417
31.103601	86.327959	-0.11472832772539976	0.27719561832275286	0.9375440418187969	0	0.062455958181203086
74.054122	20.138322	0.29930096856162636	-0.020467784884358232	0.26086693880888845	0	0.7391330611911116
34.411155	9.0309962	-0.24571065916785453	-0.17212283977235102	0.6527454524487059	0	0.34725454755129415
87.563064	18.416426	-0.17782671686171045	0.24161469071682096	0.8990199791782754	0	0.10098002082172464
33.543689	66.390813	0.2984740333112272	0.030220050280044607	0.2339405270125415	0	0.7660594729874585
79.279206	72.44447	-0.043683480277011986	-0.2968025497715407	0.5232574923341631	0	0.4767425076658369
80.104335	62.326363	0.2987398318678534	-0.027468397397130154	0.26459287589528313	0	0.7354071241047169
5.6202381	46.200624	-0.20210688758532752	-0.22170432109133953	0.6176457626977253	0	0.3823542373022747
40.506774	30.615037	-0.07504700138527194	-0.29046161120375097	0.5402410649325772	0	0.4597589350674228
96.014204	63.450203	-0.26412131329662714	0.14226711447999824	0.8286356061480966	0	0.17136439385190338
41.568058	55.352382	0.06042570878742089	-0.2938515504766613	0.4677223547880608	0	0.5322776452119392
33.112866	65.82145	0.2628209072392775	-0.14465535150115633	0.3300782581498719	0	0.6699217418501281
63.003075	11.906457	-0.25835668027128667	-0.1524854936025068	0.6651398321937931	0	0.33486016780620687
85.39908	66.642936	-0.16375286229792377	0.25136626680849045	0.9081047734743849	0	0.0918952265256151
78.492857	67.239006	-0.1986094857865779	0.22484277207771458	0.884847221409195	0	0.11515277859080497
53.805575	92.152484	0.27383803801440754	-0.1225264417847017	0.3169603130111345	0	0.6830396869888655
73.926331	82.056074	-0.27674511592870893	0.11581079746554486	0.8130779748698094	0	0.18692202513019063
73.281649	17.296841	0.21078970738189218	-0.21346592060995653	0.3760039393389316	0	0.6239960606610684
44.529957	94.065286	-0.26516711603107956	-0.14030823416948837	0.6725424436396733	0	0.3274575563603267
84.293571	19.536356	-0.29039934420387736	0.07528758786120021	0.7903729055196882	0	0.2096270944803118
49.477459	20.908162	-0.2851050791632958	0.0933546669175721	0.800362475512931	0	0.19963752448706895
93.955648	0.83583423	0.2780595728579524	-0.11261826646709254	0.3112463339642725	0	0.6887536660357275
79.173533	29.451373	0.25542447894600057	0.15734781712869134	0.1621275001603607	0	0.8378724998396393
13.993743	26.932367	0.25996585965881636	0.1497255883670276	0.16683471665530814	0	0.8331652833446919
24.128811	57.859825	0.29754933619691737	0.03826738204755895	0.2296430619232934	0	0.7703569380767066
13.36165	39.028573	-0.26537575914051814	0.13991321045774668	0.8272205539701846	0	0.17277944602981543
53.257659	17.794031	-0.20940857112378183	-0.21482097276545417	0.6229695809625547	0	0.3770304190374453
6.3139088	38.711551	-0.29987139405631225	0.00878333801717089	0.7546603715060504	0	0.24533962849394964
47.03198	14.617047	0.02040614137550897	0.299305177693542	0.010834159763201791	0	0.9891658402367982
97.837275	82.486234	-0.14505963951569126	-0.26259798358627523	0.5803231843387504	0	0.4196768156612496
67.557686	14.428802	-0.2786694896343097	-0.11110047500777549	0.6896214612745007	0	0.31037853872549925
86.678021	67.19944	-0.08486211620194416	0.2877471480896513	0.9543561320211771	0	0.045643867978822916
49.626102	74.148754	-0.01611456405158837	0.29956688873343	0.9914468417782214	0	0.0085531582217786
29.624386	1.42899	-0.28928455805119974	0.07946347886370217	0.7926658869055122	0	0.2073341130944878
19.087035	13.872997	-0.24833855884735861	-0.16830912093412226	0.6552025361842183	0	0.3447974638157817
95.263535	3.0084938	0.07679016872659009	0.29000563785371797	0.04119695991363748	0	0.9588030400863625
75.366378	80.049451	9.974371392054689e-05	-0.2999999834186521	0.49994708431531576	0	0.5000529156846842
94.179766	4.6250048	-0.2818321969302057	-0.10281348536789199	0.6943273142847312	0	0.30567268571526884
66.912592	65.784952	-0.2387940603326607	0.18159679719048347	0.853477954515245	0	0.146522045484755
19.093907	44.895102	0.02008864645747201	-0.2993266548162838	0.48933466146590776	0	0.5106653385340922
29.202596	79.467563	0.21649056662602892	-0.20768205161241285	0.37169540848248905	0	0.628304591517511
6.4891878	35.302336	-0.10253476398972888	-0.2819337194689039	0.5555153158559869	0	0.4444846841440131
5.2655618	2.4857404	0.08211170146986067	-0.2885440494651111	0.45587529031636254	0	0.5441247096836375
28.567561	21.253928	0.269417347433346	-0.13196322556674542	0.3224890561722221	0	0.6775109438277779
17.409292	70.311257	0.04457009392452604	-0.2966707041950029	0.476266972033209	0	0.523733027966791
67.446059	54.073332	0.17262315591815047	-0.24535942215626835	0.4024211494085106	0	0.5975788505914894
89.880616	86.188536	-0.08491550200464645	-0.28773139821593835	0.5456733968445684	0	0.4543266031554316
35.368381	73.0402	0.024204808671162308	0.2990219510958893	0.01285502268381411	0	0.9871449773161859
10.848878	10.108268	-0.09813363771657414	0.28349565984069697	0.946962259175274	0	0.05303774082472601
79.051888	96.319686	0.01549933462987273	0.29959935017624995	0.008226314808947643	0	0.9917736851910524
46.880679	73.011817	0.20099178627697217	-0.22271574225723678	0.38315291192330203	0	0.616847088076698
67.876207	1.3222531	-0.2986357599062094	0.028577664446921794	0.7651839450105957	0	0.23481605498940428
68.084057	67.081529	-0.2966248480538991	0.044874263414581735	0.7738962183816028	0	0.22610378161839717
42.282043	47.701231	0.1644877691378525	0.2508859776951524	0.0923609844155705	0	0.9076390155844295
65.093748	3.288544	-0.17672117390513278	0.24242447626754154	0.8997469960495624	0	0.10025300395043757
62.690019	10.883607	-0.2995808802040751	0.015852325260087386	0.7584138383429893	0	0.24158616165701075
52.247811	6.8449433	0.13674050230781923	0.2670244090501939	0.07532368677164658	0	0.9246763132283534
19.518318	60.01578	0.15024048884974756	-0.2596686263494088	0.41651930675696225	0	0.5834806932430378
51.147192	22.487453	0.22324008596626863	0.20040924134822977	0.13356871477362608	0	0.8664312852263739
74.086344	13.773937	-0.16345855839479165	0.25155774622836896	0.9082910438229619	0	0.09170895617703811
42.112272	52.166878	-0.26545038980728447	-0.13977156560316809	0.6728643833611032	0	0.3271356166388968
73.535253	92.196582	-0.2400197707604875	-0.1799736359695026	0.6476011001210517	0	0.35239889987894835
68.397999	60.866776	-0.035715120172814155	-0.29786646368975717	0.5189925046651984	0	0.4810074953348016
95.098523	68.271351	-0.2968080747167069	-0.043645925158733216	0.7267626457242137	0	0.2732373542757863
31.336904	22.778027	-0.03152520674026245	0.2983390040540856	0.9832444236836626	0	0.016755576316337395
34.752904	20.001236	0.07510418433330303	0.29044683075500966	0.040272398437663164	0	0.9597276015623368
